symbol,trade_date,value_rs_score,value_rs_rating
SSE:605599,2025-05-29,132.56,91
SZSE:300399,2025-05-29,132.67,91
SSE:603173,2025-05-29,132.69,91
SZSE:301055,2025-05-29,132.7,91
SZSE:002882,2025-05-29,132.73,91
SZSE:002907,2025-05-29,132.74,91
SZSE:002565,2025-05-29,132.76,91
SSE:600986,2025-05-29,132.79,91
SZSE:002361,2025-05-29,132.85,91
SSE:603506,2025-05-29,132.92,91
SZSE:301068,2025-05-29,132.94,91
SSE:688306,2025-05-29,132.96,91
SZSE:002265,2025-05-29,133.01,91
SZSE:002633,2025-05-29,133.03,91
SSE:600468,2025-05-29,133.1,91
SSE:603681,2025-05-29,133.17,91
SZSE:300268,2025-05-29,133.19,91
SZSE:300432,2025-05-29,133.2,91
SZSE:300240,2025-05-29,133.27,91
SSE:600490,2025-05-29,133.39,91
SZSE:000633,2025-05-29,133.5,91
SZSE:300773,2025-05-29,133.61,91
SSE:688536,2025-05-29,133.61,91
SSE:603112,2025-05-29,133.62,91
SZSE:301011,2025-05-29,133.67,91
SZSE:300753,2025-05-29,133.69,92
SSE:603200,2025-05-29,133.7,92
SSE:603557,2025-05-29,133.77,92
SSE:688220,2025-05-29,133.78,92
SSE:600671,2025-05-29,133.79,92
SZSE:301138,2025-05-29,133.83,92
SZSE:003021,2025-05-29,133.86,92
SSE:688117,2025-05-29,134.0,92
SSE:603767,2025-05-29,134.07,92
SZSE:301063,2025-05-29,134.09,92
SSE:600082,2025-05-29,134.12,92
SZSE:301078,2025-05-29,134.19,92
SSE:688577,2025-05-29,134.21,92
SSE:688502,2025-05-29,134.28,92
SSE:688488,2025-05-29,134.33,92
SZSE:300220,2025-05-29,134.4,92
SSE:688191,2025-05-29,134.44,92
SZSE:300005,2025-05-29,134.45,92
SZSE:300662,2025-05-29,134.52,92
SSE:605318,2025-05-29,134.66,92
SZSE:300245,2025-05-29,134.72,92
SZSE:002093,2025-05-29,134.73,92
SSE:600668,2025-05-29,134.78,92
SSE:600562,2025-05-29,134.83,92
SSE:600448,2025-05-29,134.87,92
SZSE:002743,2025-05-29,134.88,92
SZSE:002392,2025-05-29,134.89,92
SZSE:300386,2025-05-29,134.93,92
SSE:600353,2025-05-29,134.96,92
SSE:688168,2025-05-29,134.96,92
SSE:603300,2025-05-29,135.02,92
SZSE:002258,2025-05-29,135.03,92
SSE:603089,2025-05-29,135.08,92
SZSE:301052,2025-05-29,135.17,92
SSE:688600,2025-05-29,135.23,92
SSE:600698,2025-05-29,135.24,92
SZSE:002527,2025-05-29,135.41,92
SSE:688799,2025-05-29,135.44,92
SSE:603716,2025-05-29,135.44,92
SZSE:002653,2025-05-29,135.45,92
SSE:603665,2025-05-29,135.61,92
SSE:603608,2025-05-29,135.65,92
SSE:603319,2025-05-29,135.71,92
SZSE:002951,2025-05-29,135.85,92
SSE:603023,2025-05-29,135.89,92
SSE:605337,2025-05-29,135.95,92
SSE:603286,2025-05-29,136.07,92
SZSE:002857,2025-05-29,136.16,92
SSE:605336,2025-05-29,136.16,92
SZSE:003002,2025-05-29,136.2,92
SZSE:301024,2025-05-29,136.2,92
SZSE:300403,2025-05-29,136.23,93
SSE:688129,2025-05-29,136.24,93
SZSE:301160,2025-05-29,136.25,93
SSE:688506,2025-05-29,136.26,93
SZSE:300345,2025-05-29,136.31,93
SZSE:002625,2025-05-29,136.39,93
SZSE:000026,2025-05-29,136.4,93
SZSE:002490,2025-05-29,136.46,93
SZSE:002131,2025-05-29,136.57,93
SZSE:002667,2025-05-29,136.57,93
SZSE:000533,2025-05-29,136.59,93
SZSE:002564,2025-05-29,136.63,93
SSE:603238,2025-05-29,136.78,93
SSE:605016,2025-05-29,136.88,93
SZSE:002773,2025-05-29,136.91,93
SZSE:002261,2025-05-29,137.0,93
SZSE:002688,2025-05-29,137.03,93
SZSE:001230,2025-05-29,137.08,93
SSE:688206,2025-05-29,137.33,93
SSE:603959,2025-05-29,137.36,93
SZSE:301066,2025-05-29,137.46,93
SSE:603076,2025-05-29,137.49,93
SSE:688282,2025-05-29,137.54,93
SSE:603958,2025-05-29,137.58,93
SZSE:300888,2025-05-29,137.62,93
SZSE:300689,2025-05-29,137.73,93
SSE:603326,2025-05-29,137.79,93
SZSE:300251,2025-05-29,137.89,93
SZSE:002574,2025-05-29,138.01,93
SZSE:300469,2025-05-29,138.03,93
SZSE:300994,2025-05-29,138.08,93
SZSE:300607,2025-05-29,138.17,93
SZSE:300300,2025-05-29,138.35,93
SZSE:002200,2025-05-29,138.47,93
SSE:605069,2025-05-29,138.48,93
SSE:600360,2025-05-29,138.49,93
SZSE:000695,2025-05-29,138.52,93
SZSE:300687,2025-05-29,138.54,93
SZSE:301156,2025-05-29,138.62,93
SSE:603577,2025-05-29,138.64,93
SZSE:300004,2025-05-29,138.66,93
SZSE:002347,2025-05-29,138.69,93
SSE:603893,2025-05-29,138.77,93
SSE:688160,2025-05-29,138.81,93
SZSE:002956,2025-05-29,138.88,93
SSE:600358,2025-05-29,138.92,93
SSE:605196,2025-05-29,138.97,93
SSE:688722,2025-05-29,138.98,93
SZSE:301392,2025-05-29,139.06,93
SSE:603268,2025-05-29,139.12,93
SZSE:000062,2025-05-29,139.12,93
SZSE:300680,2025-05-29,139.25,94
SZSE:002838,2025-05-29,139.32,94
SZSE:300555,2025-05-29,139.39,94
SSE:600259,2025-05-29,139.53,94
SZSE:002174,2025-05-29,139.59,94
SSE:600744,2025-05-29,139.71,94
SZSE:300591,2025-05-29,139.8,94
SSE:600936,2025-05-29,139.81,94
SZSE:300119,2025-05-29,139.96,94
SZSE:300020,2025-05-29,139.97,94
SZSE:300911,2025-05-29,140.0,94
SSE:600770,2025-05-29,140.07,94
SZSE:002846,2025-05-29,140.1,94
SSE:600410,2025-05-29,140.11,94
SSE:688685,2025-05-29,140.13,94
SZSE:002915,2025-05-29,140.13,94
SSE:688608,2025-05-29,140.15,94
SZSE:002488,2025-05-29,140.3,94
SSE:688302,2025-05-29,140.6,94
SSE:603696,2025-05-29,140.62,94
SZSE:002586,2025-05-29,140.63,94
SZSE:301003,2025-05-29,140.73,94
SSE:603810,2025-05-29,140.78,94
SSE:605499,2025-05-29,140.91,94
SZSE:300986,2025-05-29,140.96,94
SZSE:002134,2025-05-29,141.02,94
SZSE:301009,2025-05-29,141.04,94
SSE:688788,2025-05-29,141.05,94
SZSE:002103,2025-05-29,141.35,94
SSE:603192,2025-05-29,141.36,94
SSE:600081,2025-05-29,141.41,94
SZSE:301210,2025-05-29,141.58,94
SSE:603766,2025-05-29,141.79,94
SZSE:300817,2025-05-29,141.9,94
SZSE:301196,2025-05-29,141.96,94
SZSE:300506,2025-05-29,142.05,94
SZSE:002868,2025-05-29,142.1,94
SZSE:300553,2025-05-29,142.2,94
SSE:605288,2025-05-29,142.3,94
SSE:688578,2025-05-29,142.3,94
SSE:688580,2025-05-29,142.44,94
SSE:603067,2025-05-29,142.45,94
SZSE:002294,2025-05-29,142.68,94
SZSE:300473,2025-05-29,142.75,94
SZSE:300382,2025-05-29,142.86,94
SSE:603359,2025-05-29,142.98,94
SSE:600234,2025-05-29,143.06,94
SZSE:301007,2025-05-29,143.11,94
SSE:603790,2025-05-29,143.12,94
SZSE:300810,2025-05-29,143.14,94
SZSE:002229,2025-05-29,143.26,94
SZSE:301261,2025-05-29,143.51,95
SZSE:300069,2025-05-29,143.68,95
SZSE:301256,2025-05-29,143.68,95
SZSE:301277,2025-05-29,143.69,95
SSE:600126,2025-05-29,143.83,95
SSE:688550,2025-05-29,143.91,95
SSE:600505,2025-05-29,143.94,95
SZSE:300746,2025-05-29,143.95,95
SSE:688557,2025-05-29,144.0,95
SSE:603887,2025-05-29,144.02,95
SSE:688165,2025-05-29,144.17,95
SSE:603657,2025-05-29,144.24,95
SSE:605208,2025-05-29,144.28,95
SSE:603226,2025-05-29,144.33,95
SZSE:002629,2025-05-29,144.34,95
SSE:603809,2025-05-29,144.54,95
SSE:600281,2025-05-29,144.6,95
SSE:600693,2025-05-29,144.61,95
SZSE:000158,2025-05-29,144.7,95
SZSE:300973,2025-05-29,144.78,95
SZSE:002580,2025-05-29,145.0,95
SZSE:300867,2025-05-29,145.1,95
SSE:600576,2025-05-29,145.14,95
SSE:600415,2025-05-29,145.15,95
SZSE:300918,2025-05-29,145.21,95
SZSE:301076,2025-05-29,145.52,95
SSE:603686,2025-05-29,145.52,95
SSE:600363,2025-05-29,145.81,95
SZSE:301260,2025-05-29,145.98,95
SZSE:300967,2025-05-29,146.02,95
SZSE:300007,2025-05-29,146.05,95
SSE:605388,2025-05-29,146.08,95
SSE:605009,2025-05-29,146.2,95
SZSE:002989,2025-05-29,146.27,95
SSE:688171,2025-05-29,146.43,95
SSE:688360,2025-05-29,146.47,95
SZSE:300209,2025-05-29,146.57,95
SSE:603579,2025-05-29,146.58,95
SSE:603009,2025-05-29,147.1,95
SZSE:301178,2025-05-29,147.28,95
SSE:688266,2025-05-29,147.32,95
SZSE:300997,2025-05-29,147.32,95
SZSE:000510,2025-05-29,147.44,95
SSE:603109,2025-05-29,147.53,95
SSE:603839,2025-05-29,147.59,95
SSE:603683,2025-05-29,147.62,95
SSE:603193,2025-05-29,147.65,95
SSE:688182,2025-05-29,147.79,95
SZSE:300961,2025-05-29,147.83,95
SSE:688386,2025-05-29,147.86,95
SZSE:002946,2025-05-29,148.21,95
SZSE:301220,2025-05-29,148.23,96
SZSE:002251,2025-05-29,148.25,96
SZSE:300321,2025-05-29,148.3,96
SZSE:002582,2025-05-29,148.34,96
SSE:601177,2025-05-29,148.55,96
SZSE:002779,2025-05-29,148.63,96
SZSE:003033,2025-05-29,148.63,96
SSE:603983,2025-05-29,148.66,96
SZSE:001328,2025-05-29,148.95,96
SZSE:002195,2025-05-29,149.01,96
SSE:603667,2025-05-29,149.03,96
SZSE:002196,2025-05-29,149.06,96
SSE:603693,2025-05-29,149.4,96
SZSE:300756,2025-05-29,149.44,96
SSE:600156,2025-05-29,149.5,96
SSE:605055,2025-05-29,149.65,96
SZSE:000677,2025-05-29,149.88,96
SSE:605133,2025-05-29,149.96,96
SZSE:300548,2025-05-29,150.12,96
SZSE:300377,2025-05-29,150.15,96
SSE:603040,2025-05-29,150.33,96
SZSE:301498,2025-05-29,150.51,96
SZSE:000953,2025-05-29,150.7,96
SZSE:300022,2025-05-29,150.76,96
SZSE:300468,2025-05-29,151.06,96
SZSE:301190,2025-05-29,151.06,96
SSE:603677,2025-05-29,151.08,96
SZSE:000859,2025-05-29,151.47,96
SZSE:002105,2025-05-29,151.49,96
SZSE:002276,2025-05-29,151.54,96
SZSE:300163,2025-05-29,151.56,96
SSE:605179,2025-05-29,151.72,96
SZSE:002364,2025-05-29,151.92,96
SZSE:300170,2025-05-29,151.99,96
SSE:688227,2025-05-29,152.32,96
SSE:688280,2025-05-29,152.84,96
SSE:688319,2025-05-29,152.94,96
SSE:688166,2025-05-29,152.96,96
SZSE:002730,2025-05-29,152.98,96
SSE:600882,2025-05-29,153.24,96
SZSE:002639,2025-05-29,153.28,96
SSE:688656,2025-05-29,153.41,96
SZSE:002259,2025-05-29,153.54,96
SZSE:300530,2025-05-29,153.55,96
SZSE:002896,2025-05-29,153.71,96
SZSE:300953,2025-05-29,153.82,96
SZSE:000997,2025-05-29,154.21,96
SZSE:000759,2025-05-29,154.34,96
SZSE:001317,2025-05-29,154.79,96
SSE:603697,2025-05-29,155.0,96
SZSE:002278,2025-05-29,155.07,96
SZSE:002765,2025-05-29,155.18,97
SZSE:002286,2025-05-29,155.23,97
SZSE:002549,2025-05-29,155.28,97
SZSE:300085,2025-05-29,155.45,97
SSE:600589,2025-05-29,155.51,97
SZSE:301040,2025-05-29,155.62,97
SSE:603169,2025-05-29,155.75,97
SZSE:002040,2025-05-29,155.8,97
SZSE:002290,2025-05-29,155.95,97
SZSE:002809,2025-05-29,156.32,97
SZSE:301335,2025-05-29,156.33,97
SZSE:300804,2025-05-29,156.5,97
SZSE:301317,2025-05-29,156.88,97
SSE:600889,2025-05-29,156.98,97
SZSE:300819,2025-05-29,157.29,97
SZSE:002570,2025-05-29,157.41,97
SZSE:301112,2025-05-29,157.49,97
SZSE:300815,2025-05-29,157.92,97
SZSE:002164,2025-05-29,158.09,97
SZSE:301263,2025-05-29,158.55,97
SZSE:300276,2025-05-29,158.61,97
SZSE:300695,2025-05-29,158.66,97
SSE:603390,2025-05-29,158.72,97
SSE:603949,2025-05-29,158.95,97
SSE:600735,2025-05-29,159.16,97
SZSE:301119,2025-05-29,159.59,97
SZSE:300065,2025-05-29,159.61,97
SZSE:002808,2025-05-29,159.62,97
SSE:688428,2025-05-29,160.1,97
SSE:688186,2025-05-29,160.14,97
SSE:600105,2025-05-29,160.27,97
SSE:688552,2025-05-29,160.65,97
SSE:600397,2025-05-29,160.76,97
SSE:688288,2025-05-29,160.93,97
SZSE:002342,2025-05-29,161.01,97
SSE:600539,2025-05-29,161.66,97
SZSE:301070,2025-05-29,161.88,97
SZSE:002847,2025-05-29,161.88,97
SSE:688521,2025-05-29,162.01,97
SSE:688159,2025-05-29,162.51,97
SSE:603119,2025-05-29,162.91,97
SZSE:002277,2025-05-29,163.41,97
SZSE:002553,2025-05-29,163.87,97
SSE:600165,2025-05-29,164.4,97
SSE:603086,2025-05-29,164.43,97
SZSE:300643,2025-05-29,164.68,97
SZSE:002031,2025-05-29,165.32,97
SZSE:002651,2025-05-29,165.88,97
SZSE:003041,2025-05-29,166.07,97
SZSE:002366,2025-05-29,166.59,97
SZSE:002255,2025-05-29,166.7,97
SZSE:300927,2025-05-29,166.84,98
SSE:600590,2025-05-29,167.04,98
SZSE:002640,2025-05-29,167.25,98
SSE:688679,2025-05-29,167.73,98
SSE:601008,2025-05-29,168.22,98
SSE:688178,2025-05-29,168.34,98
SSE:688455,2025-05-29,169.52,98
SSE:688655,2025-05-29,169.87,98
SSE:603389,2025-05-29,170.23,98
SZSE:000880,2025-05-29,170.36,98
SSE:688096,2025-05-29,170.64,98
SZSE:300476,2025-05-29,170.9,98
SZSE:002988,2025-05-29,172.31,98
SZSE:300765,2025-05-29,172.56,98
SSE:688776,2025-05-29,172.58,98
SZSE:300766,2025-05-29,173.0,98
SZSE:300368,2025-05-29,173.51,98
SZSE:002602,2025-05-29,174.03,98
SSE:688331,2025-05-29,174.23,98
SZSE:300703,2025-05-29,175.46,98
SSE:603900,2025-05-29,175.53,98
SSE:603828,2025-05-29,175.66,98
SZSE:300611,2025-05-29,175.81,98
SZSE:301079,2025-05-29,176.07,98
SZSE:002190,2025-05-29,176.92,98
SZSE:000903,2025-05-29,178.08,98
SZSE:301228,2025-05-29,178.8,98
SSE:688313,2025-05-29,180.2,98
SZSE:300511,2025-05-29,180.42,98
SSE:603166,2025-05-29,182.98,98
SZSE:300353,2025-05-29,183.03,98
SSE:603121,2025-05-29,184.51,98
SZSE:000565,2025-05-29,184.58,98
SZSE:300167,2025-05-29,185.11,98
SZSE:300844,2025-05-29,185.21,98
SSE:605188,2025-05-29,185.49,98
SZSE:300945,2025-05-29,186.0,98
SZSE:300779,2025-05-29,186.43,98
SSE:605198,2025-05-29,186.73,98
SSE:688501,2025-05-29,187.12,98
SSE:603607,2025-05-29,187.16,98
SZSE:300871,2025-05-29,187.47,98
SZSE:301000,2025-05-29,187.59,98
SZSE:301082,2025-05-29,187.79,98
SZSE:300995,2025-05-29,188.22,98
SSE:603630,2025-05-29,189.01,98
SZSE:300920,2025-05-29,189.43,98
SZSE:002734,2025-05-29,190.36,98
SSE:600530,2025-05-29,190.94,98
SZSE:002891,2025-05-29,191.06,98
SZSE:301316,2025-05-29,192.51,98
SZSE:002141,2025-05-29,194.18,99
SSE:603332,2025-05-29,194.34,99
SZSE:301550,2025-05-29,194.66,99
SSE:605136,2025-05-29,195.45,99
SSE:603955,2025-05-29,195.77,99
SSE:600289,2025-05-29,197.8,99
SZSE:301137,2025-05-29,198.49,99
SZSE:300946,2025-05-29,198.79,99
SSE:600592,2025-05-29,199.73,99
SZSE:300255,2025-05-29,200.66,99
SSE:605488,2025-05-29,201.02,99
SZSE:002735,2025-05-29,203.31,99
SZSE:002650,2025-05-29,204.75,99
SSE:603333,2025-05-29,205.91,99
SZSE:002094,2025-05-29,207.36,99
SZSE:000506,2025-05-29,208.6,99
SSE:688622,2025-05-29,209.18,99
SSE:600793,2025-05-29,210.42,99
SZSE:002345,2025-05-29,210.56,99
SZSE:300984,2025-05-29,211.28,99
SZSE:301225,2025-05-29,212.34,99
SZSE:002165,2025-05-29,212.57,99
SZSE:300153,2025-05-29,212.57,99
SZSE:002471,2025-05-29,214.5,99
SSE:600644,2025-05-29,215.51,99
SSE:601579,2025-05-29,220.66,99
SZSE:300100,2025-05-29,228.73,99
SSE:688382,2025-05-29,229.0,99
SSE:603011,2025-05-29,229.68,99
SZSE:300652,2025-05-29,233.23,99
SSE:688336,2025-05-29,234.27,99
SSE:688136,2025-05-29,234.52,99
SZSE:300718,2025-05-29,235.75,99
SZSE:002365,2025-05-29,236.02,99
SZSE:300723,2025-05-29,239.32,99
SSE:688648,2025-05-29,242.27,99
SSE:688068,2025-05-29,244.92,99
SZSE:002427,2025-05-29,245.61,99
SZSE:301396,2025-05-29,245.78,99
SZSE:300879,2025-05-29,253.8,99
SZSE:300204,2025-05-29,256.38,99
SZSE:000678,2025-05-29,256.46,99
SZSE:003010,2025-05-29,265.82,99
SZSE:001212,2025-05-29,265.88,99
SZSE:002052,2025-05-29,267.16,99
SZSE:300972,2025-05-29,276.05,99
SSE:600610,2025-05-29,286.47,99
SSE:601086,2025-05-29,300.74,99
SZSE:301209,2025-05-29,312.41,99
SZSE:300963,2025-05-29,322.19,99
SZSE:002289,2025-05-29,370.31,99
